id,name,serving_sie,calorie,carbohydrate,protein,fat
481,카스텔라(경기도),70,235.2,37,5.58,7.18
482,카스텔라(경상도),70,236.6,33.28,5.44,9.08
483,카스텔라(서울),70,242.2,35.36,5.53,8.72
484,카스텔라(전라도),70,240.8,35.67,5.7,8.33
485,카스텔라(충청도),70,233.1,36.39,5.29,7.39
486,커리향이 들어간 치킨 샐러드 샌드위치,72,193.62,23.32,8.7,7.34
487,크로와상 샌드위치,75,137.62,13.5,5.11,7.08
488,클럽 샌드위치,110,193.54,22.78,10.59,6.58
489,티라미수,56,188.52,10.47,1.78,15.48
490,페이스트리빵,70,319.59,32.52,5.99,18.4
491,페이스트리빵(강원도),70,322,31.53,5.77,19.2
492,페이스트리빵(경기도),70,317.1,32.6,5.92,18.13
493,페이스트리빵(경상도),70,325.5,32.99,5.51,19.08
494,페이스트리빵(서울),70,313.6,33.78,6.59,16.87
495,페이스트리빵(전라도),70,320.6,32.43,6.06,18.53
496,페이스트리빵(충청도),70,318.5,31.77,6.1,18.56
497,피스타치오 생크림과 산딸기 컵케이크,81,253.64,21.47,3.38,17.29
498,"한과, 매작과 ",30,123.9,19.83,2.25,3.96
499,"한과, 산자",30,109.8,24.66,0.69,0.93
500,"한과, 송화다식",30,110.7,22.2,2.49,1.35
501,"한과, 약과",30,119.7,25.47,1.26,1.44
502,"한과, 유과   ",30,127.2,22.26,0.84,3.84
503,한국식 오코노미야끼,130,263.87,39.53,15.44,3.18
504,햄치즈샌드위치,200,436.52,49.65,14.83,19.84
505,햄치즈샌드위치(강원도),200,420,40.44,16.5,21.42
506,햄치즈샌드위치(경기도),200,458,48.39,15.74,22.43
507,햄치즈샌드위치(경상도),200,456,54.12,13.93,20.44
508,햄치즈샌드위치(서울),200,380,43.16,15.89,15.89
509,햄치즈샌드위치(전라도),200,424,61.01,11.69,14.72
510,햄치즈샌드위치(충청도),200,482,50.78,15.27,24.16
511,현미크레이프,120,259.06,56.2,7.02,0.7
512,호두과자,30,30.34,4.57,0.63,1.06
513,간자장,650,824.54,134.23,22.33,22.03
514,간자장(강원도),650,845,127.74,25.02,25.77
515,간자장(경기도),650,819,131.48,22.99,22.68
516,간자장(경상도),650,825.5,145.24,19.32,18.62
517,간자장(서울),650,786.5,126.83,29.3,17.86
518,간자장(전라도),650,832,138.59,20.17,22.02
519,간자장(충청도),650,838.5,135.46,17.21,25.25
520,고기만두,250,452.01,48.63,16.3,21.36
521,고기만두(강원도),250,465,44.94,17.06,24.14
522,고기만두(경기도),250,417.5,57.88,14.22,14.32
523,고기만두(경상도),250,482.5,41.58,18.19,27.12
524,고기만두(서울),250,430,51.42,16.59,17.68
525,고기만두(전라도),250,420,45.65,16.13,19.21
526,고기만두(충청도),250,495,50.35,15.61,25.71
527,고기완자를 곁들인 스웨덴식 국수,120,148.24,13.82,9.07,5.88
528,구슬 파스타,120,299.86,48.91,10.61,5.77
529,군만두,250,685.24,88.06,17.53,29.21
530,군만두(강원도),250,692.5,86.41,18.14,30.52
531,군만두(경기도),250,652.5,93.14,15.78,24.22
532,군만두(경상도),250,667.5,95.71,15.24,24.95
533,군만두(서울),250,710,83.62,19.17,33.22
534,군만두(전라도),250,695,82.16,18.05,32.8
535,군만두(충청도),250,690,87.29,18.79,29.56
536,굴짬뽕,900,680.67,115.69,32.87,9.6
537,굴짬뽕(강원도),900,621,126.55,28.44,0.2
538,굴짬뽕(경기도),900,684,113.65,32.16,11.18
539,굴짬뽕(경상도),900,666,117.89,31.08,7.68
540,굴짬뽕(서울),900,711,109.14,35.65,14.61
541,굴짬뽕(전라도),900,684,111.13,30.04,12.76
542,굴짬뽕(충청도),900,720,115.76,39.85,11.2
543,기스면,1000,606.93,89.79,37.82,10.72
544,기스면(강원도),1000,550,81.37,33.19,10.44
545,기스면(경기도),1000,570,92.85,34.67,6.71
546,기스면(경상도),1000,670,101.18,40.64,11.3
547,기스면(서울),1000,620,89.06,41.06,11.36
548,기스면(전라도),1000,500,74.51,34.3,6.75
549,기스면(충청도),1000,730,99.75,43.05,17.77
550,김치라면,650,552.32,86.22,13.77,16.93
551,김치만두,250,420.53,57.57,15.58,14.22
552,김치만두(강원도),250,445,49.81,18.5,19.04
553,김치만두(경기도),250,405,62.17,14.17,11.12
554,김치만두(경상도),250,422.5,50.72,15.48,17.49
555,김치만두(서울),250,387.5,63.55,14.62,8.19
556,김치만두(전라도),250,417.5,64.07,15.6,10.89
557,김치만두(충청도),250,447.5,55.11,15.1,18.55
558,김치우동,800,500.18,99.14,15.55,4.6
559,김치우동(강원도),800,480,87.85,15.97,7.4
560,김치우동(경기도),800,584,123.01,16.16,3.19
561,김치우동(경상도),800,464,89.88,14.78,5.2
562,김치우동(서울),800,464,94.5,16.02,2.01
563,김치우동(전라도),800,520,103.14,15.41,4.84
564,김치우동(충청도),800,488,96.49,14.95,4.96
565,낙지볶음면,223,154.36,27.56,9.63,1.03
566,냉 쌀국수,250,246.45,36.42,16.45,3.75
567,냉김치말이국수,600,302.53,52.03,12.92,4.75
568,니고랭,135,228.89,35.91,11.35,3.81
569,닭고기가 들어간 땅콩소스 스파게티,90,207.69,34.11,10.63,2.82
570,들깨칼국수,600,457.88,59.8,17.59,16.48
571,떡국,800,711.3,147.18,20.63,4.46
572,떡국(강원도),800,712,142.96,18.47,7.18
573,떡국(경기도),800,720,152.06,19.22,3.46
574,떡국(경상도),800,672,138.6,18.57,4.78
575,떡국(서울),800,760,157.57,24.34,3.41
576,떡국(전라도),800,720,141.77,22.98,6.88
577,떡국(충청도),800,688,150.08,20.2,1.02
578,떡라면,700,743.16,118.57,19.3,21.3
579,떡만둣국,700,624.92,110.71,20.06,11.32
580,떡만둣국(강원도),700,602,102.05,17.56,13.59
581,떡만둣국(경기도),700,595,98.84,19.21,13.64
582,떡만둣국(경상도),700,567,104.51,19.28,7.99
583,떡만둣국(서울),700,665,115.2,20.38,13.75
584,떡만둣국(전라도),700,658,124.68,21.06,8.67
585,떡만둣국(충청도),700,658,118.96,22.84,10.28
586,라면,100,95.67,14.11,2.55,3.23
587,"라면, 짬뽕라면",100,91.93,12.26,2.83,3.51
588,라비올리 크림소스,356,768.64,101.99,39.37,19.47
589,라비올리 토마토소스,392,338.57,55.86,14.46,6.43
590,막국수,550,599.91,114.86,20.99,6.28
591,막국수(강원도),550,594,115.29,16.81,7.23
592,막국수(경기도),550,616,112.01,21.35,8.89
593,막국수(경상도),550,577.5,122.15,16.87,2.56
594,막국수(서울),550,572,104.63,26.77,5.22
595,막국수(전라도),550,682,133,22.95,6.45
596,막국수(충청도),550,561,102.09,21.21,7.32
597,막국수(평창),1000,571.59,109.77,19.99,5.84
598,만둣국,700,434.05,47.83,21.43,17.44
599,만둣국(강원도),700,413,21.79,22.68,26.08
600,만둣국(경기도),700,462,49.53,26.79,17.65
601,만둣국(경상도),700,434,63.17,17.82,11.89
602,만둣국(서울),700,455,54.82,22.6,16.52
603,만둣국(전라도),700,441,50.55,19.71,17.93
604,만둣국(충청도),700,399,47.13,18.98,14.6
605,메밀국수,600,611.72,117.8,19.64,6.88
606,메밀국수(강원도),600,540,114.33,18.78,1.17
607,메밀국수(경기도),600,600,122.24,22.98,1.94
608,메밀국수(경상도),600,648,129.13,18.46,6.56
609,메밀국수(서울),600,612,117.07,20.03,6.77
610,메밀국수(전라도),600,648,94.22,16.73,22.9
611,메밀국수(충청도),600,618,129.81,20.88,1.96
612,물냉면,800,551.62,112.9,15.82,4.08
613,물냉면(강원도),800,616,133.42,13.98,2.98
614,물냉면(경기도),800,528,108.21,10.82,5.33
615,물냉면(경상도),800,528,111.46,16.04,2.08
616,물냉면(서울),800,608,105.36,29,7.66
617,물냉면(전라도),800,576,120.22,12.3,5.15
618,물냉면(충청도),800,456,98.74,12.8,1.27
619,물만두,120,156.67,18.69,6.76,6.1
620,물만두(강원도),120,184.8,23.82,6.44,7.02
621,물만두(경기도),120,165.6,22.2,6.37,5.67
622,물만두(경상도),120,158.4,18.3,7.01,6.36
623,물만두(서울),120,145.2,14.52,7.14,6.51
624,물만두(전라도),120,142.8,17.6,6.54,5.11
625,물만두(충청도),120,144,15.7,7.06,5.91
626,미니그라탕,185,236.02,44.49,6.23,5.62
627,바지락 볶음 면,225,234.49,36.34,12.56,3.98
628,버섯 리조또,999,619.28,87.11,14.19,23.08
629,버섯을 넣은 가지 라자냐,132,135.52,14.78,8.08,5.23
630,비빔국수,550,617.94,109.85,18.75,11.5
631,비빔국수(강원도),550,704,107.83,19.45,21.59
632,비빔국수(경기도),550,621.5,116.85,18.28,8.96
633,비빔국수(경상도),550,572,110.95,17.48,6.7
634,비빔국수(서울),550,539,99.17,19.72,7.3
635,비빔국수(전라도),550,649,132.67,19.55,4.27
636,비빔국수(충청도),550,621.5,91.67,18.03,20.18
637,비빔냉면,550,622.74,122.4,19.54,6.11
638,비빔냉면(강원도),550,676.5,136.14,17.59,6.97
639,비빔냉면(경기도),550,533.5,97.56,15.19,9.44
640,비빔냉면(경상도),550,616,124.33,22.83,3.05
641,비빔냉면(서울),550,616,117.24,22.36,6.22
642,비빔냉면(전라도),550,599.5,114.18,18.44,7.45
643,비빔냉면(충청도),550,693,144.94,20.83,3.53
644,삼선우동,1000,691.66,105.9,47.94,8.48
645,삼선우동(강원도),1000,650,120.73,38.39,1.43
646,삼선우동(경기도),1000,750,92.51,66.65,12.38
647,삼선우동(경상도),1000,690,103.58,41.09,11.82
648,삼선우동(서울),1000,700,94.12,55.62,11.7
649,삼선우동(전라도),1000,680,114.6,38.23,7.43
650,삼선우동(충청도),1000,690,109.86,47.66,6.12
651,삼선자장면,700,803.9,126.53,33.63,18.14
652,삼선자장면(강원도),700,875,152.68,29.3,16.15
653,삼선자장면(경기도),700,763,116.71,37.96,16.03
654,삼선자장면(경상도),700,819,130.65,32.96,18.42
655,삼선자장면(서울),700,784,129.61,31.27,15.86
656,삼선자장면(전라도),700,833,113.71,38.91,24.91
657,삼선자장면(충청도),700,749,115.84,31.42,17.43
658,삼선짬뽕,900,662.36,101.74,39.63,10.77
659,삼선짬뽕(강원도),900,612,105.1,34.57,5.83
660,삼선짬뽕(경기도),900,675,102.27,43.64,10.12
661,삼선짬뽕(경상도),900,666,110.67,34.97,9.59
662,삼선짬뽕(서울),900,648,97.75,41.06,9.91
663,삼선짬뽕(전라도),900,684,91,42.89,16.91
664,삼선짬뽕(충청도),900,684,103.62,40.63,12.27
665,서리태 잣국수,430,477.95,60.89,18.1,18.27
666,수제비,800,646.84,128.38,20.84,5.55
667,수제비(강원도),800,624,122,22.78,5.32
668,수제비(경기도),800,616,114.16,19.36,8.69
669,수제비(경상도),800,632,119.17,19.46,8.94
670,수제비(서울),800,616,127.1,18.44,3.8
671,수제비(전라도),800,760,154.71,24.4,5.24
672,수제비(충청도),800,624,133.15,20.6,1.31
673,스파게티,100,354.62,77.06,11.2,0.18
674,시저 샐러드,149,213.07,24.63,14.33,6.54
675,쌀국수,200,80.7,11.06,7.98,0.28
676,쌀국수,600,320.32,55.07,15.6,4.18
677,알록달록 시금치 당근 수제비,320,235.74,42.18,9.63,2.05
678,열무냉면,800,525.49,97.52,20.84,5.78
679,열무냉면(강원도),800,544,103.92,21.37,4.46
680,열무냉면(경기도),800,536,92.25,20.29,9.81
681,열무냉면(경상도),800,520,105.12,18.15,2.65
682,열무냉면(서울),800,616,102.97,22.52,12.3
683,열무냉면(전라도),800,400,80.15,11.76,3.42
684,열무냉면(충청도),800,544,100.72,30.97,2.07
685,오일소스스파게티,400,646.74,89.42,19.56,23.43
686,오일소스스파게티(강원도),400,624,85.18,15.97,24.45
687,오일소스스파게티(경기도),400,612,89.84,18.66,19.88
688,오일소스스파게티(경상도),400,628,97.56,21.04,17.28
689,오일소스스파게티(서울),400,696,92.56,24.89,25.18
690,오일소스스파게티(전라도),400,616,88.77,17.36,21.16
691,오일소스스파게티(충청도),400,700,82.62,19.43,32.61
692,올챙이국수(정선),1500,565.79,111.61,11.23,8.27
693,우동(일식),700,421.51,74.2,13.39,7.9
694,우동(일식)(강원도),700,532,68.64,13.57,22.65
695,우동(일식)(경기도),700,371,68.93,11.8,5.26
696,우동(일식)(경상도),700,434,80.12,11,7.5
697,우동(일식)(서울),700,420,74,17.32,6.3
698,우동(일식)(전라도),700,385,75.34,14.27,3.13
699,우동(일식)(충청도),700,385,78.15,12.39,2.6
700,우동(중식),1000,648.47,85.37,29.45,21.02
701,우동(중식)(강원도),1000,580,87.77,30.25,12.4
702,우동(중식)(경기도),1000,640,99.9,32.51,12.77
703,우동(중식)(경상도),1000,640,84.43,26.89,22.15
704,우동(중식)(서울),1000,650,79.54,28.8,24.43
705,우동(중식)(전라도),1000,660,87.91,34.54,19.02
706,우동(중식)(충청도),1000,700,72.64,23.71,35.37
707,울면,1000,728.86,128.18,37.46,7.37
708,울면(강원도),1000,680,131.04,33.52,2.18
709,울면(경기도),1000,700,118.71,41.12,6.66
710,울면(경상도),1000,730,126.77,35.83,8.5
711,울면(서울),1000,740,132.45,39.22,6.31
712,울면(전라도),1000,720,123.81,33.68,10
713,울면(충청도),1000,810,136.29,41.36,10.56
714,인도식 만두구이(사모사),80,155.96,20.03,7.83,4.96
715,자장면,650,796.5,133.63,19.77,20.32
716,자장면(강원도),650,812.5,139.04,20.29,19.81
717,자장면(경기도),650,819,128.56,22.18,24.32
718,자장면(경상도),650,799.5,134.91,16.6,21.2
719,자장면(서울),650,754,133.02,26.08,13.23
720,자장면(전라도),650,832,127.19,19.03,27.59
721,자장면(충청도),650,754,139.07,14.45,15.78
722,잔치국수,700,599.16,118.53,21.13,4.51
723,잔치국수(강원도),700,567,114.82,19.24,3.2
724,잔치국수(경기도),700,637,120.74,22.03,7.62
725,잔치국수(경상도),700,644,131.24,22.04,3.34
726,잔치국수(서울),700,574,105.88,22.01,6.97
727,잔치국수(전라도),700,595,121.56,21.68,2.76
728,잔치국수(충청도),700,574,116.95,19.73,3.16
729,짬뽕,1000,687.62,100.59,28.17,19.18
730,짬뽕(강원도),1000,660,112.96,24.03,12.46
731,짬뽕(경기도),1000,680,105.34,26.5,16.52
732,짬뽕(경상도),1000,710,93.67,30.72,23.9
733,짬뽕(서울),1000,590,105.57,29.29,5.07
734,짬뽕(전라도),1000,740,94.37,34.13,25.35
735,짬뽕(충청도),1000,750,91.62,24.32,31.78
736,쫄면,450,601.78,109.57,18.4,9.99
737,쫄면(강원도),450,643.5,102.05,17.59,18.19
738,쫄면(경기도),450,598.5,117.47,18.26,5.98
739,쫄면(경상도),450,540,103.94,17.63,5.95
740,쫄면(서울),450,612,122.57,18.65,5.09
741,쫄면(전라도),450,549,105.39,19.51,5.25
742,쫄면(충청도),450,675,105.97,18.75,19.48
743,치즈라면,600,594.54,80,16.81,23.03
744,콩국수,800,666.82,112.02,31.03,10.51
745,콩국수(강원도),800,640,112.74,25.79,9.32
746,콩국수(경기도),800,664,111.26,33.77,9.62
747,콩국수(경상도),800,680,121.8,27.84,8.72
748,콩국수(서울),800,712,111.08,31.9,15.94
749,콩국수(전라도),800,664,111.42,26.95,11.96
750,콩국수(충청도),800,640,103.86,39.94,7.49
751,크림소스스파게티,400,837.57,73.76,21.79,50.59
752,크림소스스파게티(강원도),400,876,75.4,23.15,53.42
753,크림소스스파게티(경기도),400,844,70.96,23.33,51.88
754,크림소스스파게티(경상도),400,820,71.62,20.25,50.07
755,크림소스스파게티(서울),400,892,72.66,22.24,57.11
756,크림소스스파게티(전라도),400,784,75.53,19.35,44.78
757,크림소스스파게티(충청도),400,812,76.42,22.43,46.31
758,토마토소스스파게티,500,642.59,93.21,24.35,19.15
759,토마토소스스파게티(강원도),500,645,90.06,27,19.4
760,토마토소스스파게티(경기도),500,655,92.36,24.29,21.2
761,토마토소스스파게티(경상도),500,710,94.31,30.83,23.44
762,토마토소스스파게티(서울),500,625,85.43,25.82,19.91
763,토마토소스스파게티(전라도),500,570,97.45,16.74,12.72
764,토마토소스스파게티(충청도),500,650,99.62,21.42,18.24
765,해물칼국수,900,628.26,123.9,22.81,4.61
766,해물칼국수(강원도),900,612,125.07,19.47,3.53
767,해물칼국수(경기도),900,630,128.93,23.76,1.94
768,해물칼국수(경상도),900,585,112.07,20.02,6.11
769,해물칼국수(서울),900,648,130.08,25.57,2.77
770,해물칼국수(전라도),900,711,140.62,22.97,5.89
771,해물칼국수(충청도),900,594,106.63,25.03,7.39
772,해물크림소스스파게티,500,917.57,86.97,30.4,49.79
773,해물크림소스스파게티(강원도),500,985,90.5,29.27,56.22
774,해물크림소스스파게티(경기도),500,890,87.57,28.84,46.96
775,해물크림소스스파게티(경상도),500,905,90.92,28.97,47.15
776,해물크림소스스파게티(서울),500,995,83.06,33.79,58.54
777,해물크림소스스파게티(전라도),500,885,82.89,32.88,46.82
778,해물크림소스스파게티(충청도),500,850,86.91,28.61,43.06
779,해물토마토소스스파게티,500,584.44,87.25,27.98,13.73
780,해물토마토소스스파게티(강원도),500,635,88.56,29.82,17.98
781,해물토마토소스스파게티(경기도),500,580,85.89,28.18,13.53
782,해물토마토소스스파게티(경상도),500,595,87.43,26.89,15.56
783,해물토마토소스스파게티(서울),500,595,87.25,26.92,15.14
784,해물토마토소스스파게티(전라도),500,540,85.99,28.87,8.81
785,해물토마토소스스파게티(충청도),500,565,88.35,27.16,11.37
786,호박 프리타타,246,302.06,12.28,25.73,16.73
787,호박만두,146,210.15,34.37,6.1,4.82
788,회냉면,550,629.98,122.01,17.75,7.89
789,회냉면(강원도),550,638,111.26,15.14,14.53
790,회냉면(경기도),550,566.5,110.21,14.51,7.43
791,회냉면(경상도),550,654.5,130.78,20.56,5.67
792,회냉면(서울),550,643.5,123.17,20.92,7.47
793,회냉면(전라도),550,638,129.6,14.57,6.99
794,회냉면(충청도),550,638,127.01,20.81,5.22
795,감자를 곁들인 야채스튜,165,87.04,14.77,3.32,2.46
796,검보스프,199,102.45,4.74,7.1,6.23
797,검은콩 스프,219,228.13,16.75,15.31,13.12
798,게살죽,800,564.83,107.34,17.9,7.1
799,게살죽(강원도),800,600,114.6,16.9,7.78
800,게살죽(경기도),800,552,108.34,17.74,4.94
801,게살죽(경상도),800,568,100.16,15.97,11.26
802,게살죽(서울),800,576,107.49,15.59,9.1
803,게살죽(전라도),800,544,104.94,22.78,4
804,게살죽(충청도),800,560,108.56,18.4,5.47
805,고구마 타락죽,332,362.81,37.32,7.14,21.48
806,깨죽,800,515.34,79.3,13.66,15.94
807,깨죽(강원도),800,544,97.33,13.68,10.95
808,깨죽(경기도),800,424,78.1,10.38,7.94
809,깨죽(경상도),800,448,79.57,10.88,9.7
810,깨죽(서울),800,568,81.95,16.78,18.82
811,깨죽(전라도),800,592,61.18,15.3,31.56
812,깨죽(충청도),800,520,77.71,14.91,16.7
813,단호박 두부 포타주,275,92.46,11.94,6.52,3.82
814,단호박 스프,200,102.08,15.98,3.08,3.86
815,닭죽(닭도가니)(성남),1000,1128.22,98.9,88.05,42.27
816,대구 크림 스튜,125,186.36,4.44,28.08,5.54
817,대추죽,110,132.25,29.3,2.95,0.86
818,백합죽(부안),700,455.28,84.75,16.46,5.61
819,새우살을 채운 두부 스프(미네스트로네),200,117.32,6.06,13.86,4.66
820,소고기버섯죽,800,578.28,109.02,18.74,7.46
821,소고기버섯죽(강원도),800,608,119.98,17.32,6.14
822,소고기버섯죽(경기도),800,576,109.94,19.88,6.07
823,소고기버섯죽(경상도),800,568,104.96,16.46,9.05
824,소고기버섯죽(서울),800,592,104.51,17.52,11.62
825,소고기버섯죽(전라도),800,568,112.49,19.84,4.47
826,소고기버섯죽(충청도),800,560,102.28,21.46,7.44
827,송이 미역죽,150,135.75,25.6,4.24,2.44
828,쇠고기 스튜,239,99.5,5.9,11.71,3.39
829,어죽(영동),800,552.06,100.82,20.38,7.48
830,완두콩 스프,230,168.71,20.82,12.42,4.81
831,잣죽,700,874.48,155.27,19.18,19.63
832,잣죽(강원도),700,672,102.81,17.47,21.08
833,잣죽(경기도),700,1561,339.86,13.48,16.52
834,잣죽(경상도),700,749,131.82,16.46,17.23
835,잣죽(서울),700,812,122.07,19.43,27.71
836,잣죽(전라도),700,672,96.26,32.84,16.91
837,잣죽(충청도),700,784,138.82,15.39,18.32
838,전복죽,800,590.82,114.31,12.58,9.26
839,전복죽(강원도),800,624,115.12,13.34,12.58
840,전복죽(경기도),800,616,120.98,7.32,11.18
841,전복죽(경상도),800,584,106.39,10.85,12.42
842,전복죽(서울),800,592,120.23,15.07,5.26
843,전복죽(전라도),800,584,114.87,14.74,7.03
844,전복죽(충청도),800,552,108.29,14.11,7.05
845,차가운 당근스프,200,84.2,13.24,2.32,3.22
846,참치죽,800,659.6,104.57,24.19,16.06
847,참치죽(강원도),800,568,99.33,20.63,10.18
848,참치죽(경기도),800,672,120.66,23.2,10.94
849,참치죽(경상도),800,808,110.88,28.68,27.99
850,참치죽(서울),800,592,96.63,26.98,10.83
851,참치죽(전라도),800,720,98.43,22.42,26.42
852,참치죽(충청도),800,592,101.47,23.26,10
